date;BTC;GOLD;ETF
2021-11-26;117134,88;1419,52;1982,46
2021-11-29;126399,01;1417,56;2000,3
2021-11-30;124647,25;1408,03;1973,07
2021-12-01;125137,92;1413,65;1951,2
2021-12-02;123493,58;1405,82;1979,4
2021-12-03;117197,16;1417,65;1962,52
2021-12-06;110603,24;1414,16;1982,27
2021-12-07;110860,08;1419,18;2025,23
2021-12-08;110433,06;1419,94;2030,99
2021-12-09;104239,18;1411,26;2014,88
2021-12-10;103301,53;1417,22;2025,81
2021-12-13;102195,5;1420,79;2005,61
2021-12-14;101922,51;1407,52;1994,77
2021-12-15;106916,87;1413,56;2019,55
2021-12-16;104224,54;1430,66;2009,87
2021-12-17;101024,95;1427,6;1990,12
2021-12-20;102507,74;1421,56;1971,33
2021-12-21;107004,1;1420,96;2003,48
2021-12-22;106330,41;1434,32;2022,26
2021-12-23;111044,74;1437,55;2035,24
2021-12-27;110729,61;1440,96;2057,51
2021-12-28;104057,11;1434,75;2055,38
2021-12-29;101555,34;1434,32;2055,57
2021-12-30;103159,01;1444,61;2053,07
2021-12-31;101253,01;1454,48;2049,78
2022-01-03;101584,65;1432,11;2060,63
2022-01-04;100358,98;1442,66;2058,88
2022-01-05;95267,36;1438,32;2025,36
2022-01-06;94375,07;1420,71;2021,1
2022-01-07;90869,91;1427,17;2020,71
2022-01-10;91445,77;1431,51;2014,9
2022-01-11;93445,61;1448,78;2038,93
2022-01-12;96098,48;1452,61;2051,33
2022-01-13;93130,12;1447,68;2023,81
2022-01-14;94241,18;1443,51;2024,39
2022-01-18;92657,95;1441,13;1989,32
2022-01-19;91277,55;1464,01;1977,3
2022-01-20;88951,22;1460,35;1961,8
2022-01-21;79717,05;1455,59;1928,47
2022-01-24;80147,83;1463,59;1925,37
2022-01-25;80803,1;1468,27;1905,99
2022-01-26;80580,32;1444,53;1896,5
2022-01-27;81205,93;1425,9;1886,81
2022-01-28;82618,68;1421,64;1917,04
2022-01-31;84146,65;1430,07;1956,57
2022-02-01;84715,49;1431,26;1971,68
2022-02-02;80800,87;1436,45;1984,28
2022-02-03;81241,72;1434,41;1946,3
2022-02-04;90745,22;1436,62;1955,02
2022-02-07;95860,54;1447,25;1951,14
2022-02-08;96468,76;1451,68;1966,26
2022-02-09;96950,58;1456,61;1997,26
2022-02-10;95258,85;1451,08;1968,39
2022-02-11;92728,59;1478,73;1930,99
2022-02-14;93119,94;1486,64;1923,82
2022-02-15;97467,5;1472,52;1957,54
2022-02-16;96126,37;1487,66;1962,0
2022-02-17;88639,84;1508,0;1924,02
2022-02-18;87531,16;1506,89;1909,68
2022-02-22;83715,68;1510,04;1887,59
2022-02-23;81552,15;1516,85;1860,84
2022-02-24;83817,53;1507,06;1868,6
2022-02-25;85745,25;1502,04;1910,06
2022-02-28;94445,71;1517,61;1896,69
2022-03-01;96985,21;1545,18;1864,53
2022-03-02;96043,84;1529,1;1891,27
2022-03-03;92824,47;1538,2;1872,08
2022-03-04;85577,73;1562,7;1844,37
2022-03-07;83225,91;1585,93;1787,01
2022-03-08;84702,36;1629,32;1784,88
2022-03-09;91799,26;1580,91;1838,95
2022-03-10;86233,39;1585,84;1824,41
2022-03-11;84828,53;1574,7;1799,22
2022-03-14;86734,76;1550,96;1787,6
2022-03-15;86017,62;1521,95;1815,5
2022-03-16;89964,73;1531,48;1876,93
2022-03-17;89543,7;1538,97;1896,11
2022-03-18;91401,81;1525,44;1917,04
2022-03-21;89820,56;1537,09;1910,26
2022-03-22;92621,16;1525,95;1933,32
2022-03-23;93789,12;1546,79;1911,61
2022-03-24;96124,35;1558,02;1933,7
2022-03-25;96972,3;1551,64;1937,39
2022-03-28;103049,42;1523,4;1944,94
2022-03-29;103787,89;1524,08;1976,14
2022-03-30;102906,55;1536,33;1965,1
2022-03-31;99574,22;1536,92;1933,51
2022-04-01;101198,78;1527,14;1946,11
2022-04-04;101944,47;1534,54;1964,9
2022-04-05;99612,08;1524,93;1936,8
2022-04-06;94475,23;1528,5;1914,52
2022-04-07;95124,89;1534,29;1918,59
2022-04-08;92465,6;1543,9;1916,85
2022-04-11;86418,03;1551,56;1889,52
2022-04-12;87741,52;1563,47;1879,06
2022-04-13;90014,58;1570,95;1901,73
2022-04-14;87322,43;1565,76;1881,77
2022-04-18;89270,02;1570,61;1878,67
2022-04-19;90749,32;1546,88;1898,63
2022-04-20;90468,62;1554,45;1900,37
2022-04-21;88616,55;1548,92;1870,92
2022-04-22;86895,61;1533,86;1828,87
2022-04-25;88465,56;1506,3;1831,78
2022-04-26;83347,09;1508,59;1781,2
2022-04-27;85804,07;1497,19;1787,98
2022-04-28;86968,88;1505,27;1825,38
2022-04-29;84423,69;1505,1;1777,52
2022-05-02;84247,68;1477,2;1783,33
2022-05-03;82544,6;1481,11;1794,18
2022-05-04;86803,89;1495,66;1836,43
2022-05-05;79974,68;1489,96;1773,84
2022-05-06;78806,56;1492,43;1756,2
2022-05-09;66246,88;1470,82;1700,59
2022-05-10;67834,24;1458,4;1706,6
2022-05-11;63271,82;1470,31;1685,28
2022-05-12;63515,4;1447,76;1682,96
2022-05-13;64030,01;1436,02;1727,33
2022-05-16;65297,83;1449,72;1721,71
2022-05-17;66528,74;1440,62;1756,59
2022-05-18;62799,33;1441,38;1697,88
2022-05-19;66284,89;1462,57;1699,43
2022-05-20;63849,92;1463,59;1704,27
2022-05-23;63627,26;1470,39;1731,79
2022-05-24;64844,48;1481,45;1717,45
2022-05-25;64640,64;1472,52;1729,27
2022-05-26;63995,29;1469,8;1757,75
2022-05-27;62596,64;1470,56;1793,6
2022-05-31;69516,61;1456,01;1785,46
2022-06-01;65158,24;1465,29;1772,29
2022-06-02;66619,77;1483,32;1807,94
2022-06-03;64951,19;1468,27;1777,91
2022-06-06;68594,66;1461,8;1784,3
2022-06-07;68124,12;1471,33;1797,87
2022-06-08;66066,28;1469,97;1781,01
2022-06-09;65842,46;1465,29;1739,49
2022-06-10;63594,23;1484,94;1694,31
2022-06-13;49170,6;1445,72;1631,53
2022-06-14;48557,06;1434,15;1626,64
2022-06-15;49357,45;1452,87;1651,48
2022-06-16;44566,22;1469,2;1603,17
2022-06-17;44762,65;1457,12;1602,38
2022-06-21;45285,5;1451,68;1638,18
2022-06-22;43703,35;1457,46;1628,79
2022-06-23;46106,08;1448,53;1638,18
2022-06-24;46424,84;1447,08;1688,05
2022-06-27;45339,9;1445,47;1683,16
2022-06-28;44345,35;1443,08;1658,32
2022-06-29;43959,17;1441,98;1653,82
2022-06-30;43261,0;1433,21;1640,72
2022-07-01;42134,12;1432,02;1652,26
2022-07-05;44147,42;1401,65;1643,85
2022-07-06;44930,5;1379,45;1646,19
2022-07-07;47312,44;1380,21;1672,4
2022-07-08;47516,95;1380,81;1671,23
2022-07-11;43667,33;1373,4;1647,56
2022-07-12;42253,39;1368,3;1637,39
2022-07-13;44195,43;1374,85;1630,74
2022-07-14;44977,89;1355,54;1619,6
2022-07-15;45560,42;1352,82;1647,17
2022-07-18;49166,89;1354,09;1642,67
2022-07-19;51143,0;1357,33;1684,33
2022-07-20;50798,17;1344,56;1689,61
2022-07-21;50651,45;1363,54;1706,82
2022-07-22;49668,25;1366,94;1692,35
2022-07-25;46709,19;1363,2;1697,63
2022-07-26;46442,54;1361,58;1677,1
2022-07-27;50139,61;1375,45;1718,17
2022-07-28;52136,7;1392,21;1734,6
2022-07-29;52050,87;1396,12;1756,7
2022-08-01;50978,49;1404,03;1751,03
2022-08-02;50243,62;1395,7;1737,33
2022-08-03;49955,85;1399,1;1759,63
2022-08-04;49484,53;1422,24;1762,37
2022-08-05;50924,08;1406,24;1756,89
2022-08-08;52061,48;1418,16;1757,67
2022-08-09;50650,77;1422,49;1749,27
2022-08-10;52363,57;1418,92;1785,84
2022-08-11;52385,19;1415,18;1787,4
2022-08-12;53358,85;1428,19;1812,05
2022-08-15;52777,56;1409,82;1811,65
2022-08-16;52222,86;1407,35;1813,02
2022-08-17;51026,16;1398,25;1799,92
2022-08-18;50756,64;1394,59;1799,33
2022-08-19;45650,56;1384,38;1775,28
2022-08-22;46790,55;1375,19;1741,83
2022-08-23;47073,01;1384,81;1741,64
2022-08-24;46782,04;1388,89;1746,14
2022-08-25;47232,23;1393,14;1771,95
2022-08-26;44300,27;1376,21;1719,15
2022-08-29;44383,3;1377,06;1708,58
2022-08-30;43287,42;1365,58;1690,98
2022-08-31;43840,53;1355,03;1680,03
2022-09-01;44009,72;1343,12;1675,92
2022-09-02;43665,62;1354,94;1661,45
2022-09-06;41190,17;1347,03;1652,26
2022-09-07;42179,95;1360,73;1676,9
2022-09-08;42266,34;1352,56;1684,72
2022-09-09;46751,72;1359,71;1715,82
2022-09-12;48914,9;1366,6;1736,94
2022-09-13;44380,49;1348,82;1668,3
2022-09-14;44258,88;1343,63;1674,94
2022-09-15;43078,39;1318,53;1657,54
2022-09-16;43234,45;1325,85;1642,67
2022-09-19;42734,91;1326,87;1653,43
2022-09-20;41306,33;1319,3;1633,09
2022-09-21;40555,48;1325,42;1606,3
2022-09-22;42449,39;1324,66;1594,37
2022-09-23;42195,94;1301,77;1560,92
2022-09-26;42032,02;1286,63;1542,34
2022-09-27;41786,85;1289,26;1537,26
2022-09-28;42478,19;1316,06;1568,74
2022-09-29;42798,15;1315,81;1539,21
2022-09-30;42489,27;1315,89;1522,2
2022-10-03;42908,64;1347,88;1558,38
2022-10-04;44468,25;1367,19;1611,58
2022-10-05;44083,13;1359,62;1604,34
2022-10-06;43634,29;1358,09;1585,76
2022-10-07;42740,86;1343,2;1545,47
2022-10-10;41854,5;1322,78;1533,15
2022-10-11;41657,56;1320,06;1520,24
2022-10-12;41889,4;1327,12;1516,13
2022-10-13;42382,38;1317,93;1550,36
2022-10-14;41951,08;1301,51;1517,5
2022-10-17;42749,41;1305,26;1556,81
2022-10-18;42276,36;1308,07;1571,48
2022-10-19;41850,23;1290,54;1555,45
2022-10-20;41662,64;1288,5;1548,01
2022-10-21;41922,25;1311,47;1580,87
2022-10-24;42300,75;1307,21;1585,56
2022-10-25;43941,31;1310,19;1613,53
2022-10-26;45416,35;1318,53;1613,73
2022-10-27;44356,72;1316,49;1603,95
2022-10-28;45033,5;1303,05;1629,57
2022-10-31;44815,76;1292,41;1618,81
2022-11-01;44792,81;1305,6;1620,38
2022-11-02;44080,48;1296,49;1587,13
2022-11-03;44190,87;1291,56;1573,24
2022-11-04;46240,23;1331,21;1610,21
2022-11-07;45049,82;1325,93;1620,38
2022-11-08;40542,08;1356,56;1631,72
2022-11-09;34724,69;1349,75;1601,6
2022-11-10;38454,98;1390,85;1687,46
2022-11-11;37246,94;1400,03;1713,08
2022-11-14;36337,12;1403,1;1697,63
2022-11-15;36919,65;1408,03;1714,06
2022-11-16;36449,16;1404,8;1701,15
2022-11-17;36488,69;1394,59;1697,05
2022-11-18;36511,12;1384,98;1700,37
2022-11-21;34520,25;1377,23;1690,98
2022-11-22;35400,32;1378,85;1712,1
2022-11-23;36320,73;1387,44;1725,4
2022-11-25;36126,42;1388,63;1726,77
2022-11-28;35460,56;1377,66;1701,74
2022-11-29;35958,36;1384,46;1705,26
2022-11-30;37540,54;1402,16;1753,76
2022-12-01;37100,09;1427,94;1756,31
2022-12-02;37365,82;1423,0;1754,74
2022-12-05;37116,91;1398,59;1724,82
2022-12-06;37367,66;1402,42;1706,43
2022-12-07;36839,87;1415,09;1703,3
2022-12-08;37682,47;1416,28;1716,41
2022-12-09;37463,11;1421,3;1708,19
2022-12-12;37623,35;1409,56;1723,45
2022-12-13;38880,38;1433,64;1739,33
2022-12-14;38955,45;1430,15;1732,63
2022-12-15;37969,77;1406,76;1690,06
2022-12-16;36401,15;1419,01;1673,7
2022-12-19;35946,77;1415,01;1663,45
2022-12-20;36967,08;1438,49;1667,2
2022-12-21;36772,98;1436,11;1689,08
2022-12-22;36800,98;1418,75;1668,78
2022-12-23;36727,98;1423,0;1676,46
2022-12-27;36553,53;1435,0;1675,87
2022-12-28;36193,62;1428,53;1654,19
2022-12-29;36389,91;1436,53;1682,97
2022-12-30;36302,98;1443,25;1672,91
2023-01-03;36471,94;1455,33;1673,31
2023-01-04;36872,92;1469,03;1694,59
2023-01-05;36814,97;1450,74;1677,25
2023-01-06;37066,93;1477,88;1716,08
2023-01-09;37601,74;1481,2;1719,82
2023-01-10;38147,81;1486,64;1729,48
2023-01-11;39216,19;1485,62;1747,61
2023-01-12;41259,97;1502,81;1759,83
2023-01-13;43533,99;1520,84;1767,72
2023-01-17;46271,48;1510,89;1766,53
2023-01-18;45237,79;1506,55;1747,22
2023-01-19;46108,08;1530,46;1740,32
2023-01-20;49584,23;1525,35;1767,32
2023-01-23;50148,1;1528,25;1782,89
2023-01-24;49496,58;1533,78;1780,53
2023-01-25;50549,18;1540,84;1784,67
2023-01-26;50363,14;1526,88;1799,84
2023-01-27;50463,62;1524,76;1800,83
2023-01-30;49941,92;1520,84;1779,15
2023-01-31;50596,02;1526,37;1798,46
2023-02-01;51874,05;1545,6;1816,79
2023-02-02;51323,26;1513,53;1831,57
2023-02-03;51273,95;1475,75;1810,48
2023-02-06;49766,93;1478,82;1795,51
2023-02-07;50869,37;1480,18;1814,62
2023-02-08;50158,96;1483,84;1799,05
2023-02-09;47709,2;1472,09;1791,17
2023-02-10;47342,17;1474,9;1789,59
2023-02-13;47685,28;1467,42;1808,51
2023-02-14;48587,69;1468,52;1809,5
2023-02-15;53151,18;1453,89;1810,68
2023-02-16;51654,75;1452,7;1792,35
2023-02-17;53714,79;1457,04;1787,82
2023-02-21;53432,18;1451,59;1757,27
2023-02-22;52890,98;1443,42;1752,54
2023-02-23;52363,24;1442,66;1761,01
2023-02-24;50724,69;1432,28;1737,56
2023-02-27;51434,77;1437,89;1747,81
2023-02-28;50613,67;1444,44;1738,74
2023-03-01;51705,21;1452,78;1742,49
2023-03-02;51331,12;1451,93;1751,95
2023-03-03;48897,91;1467,5;1778,36
2023-03-06;49044,59;1460,1;1777,18
2023-03-07;48585,43;1434,58;1749,19
2023-03-08;47488,44;1433,89;1752,93
2023-03-09;44525,49;1448,02;1724,75
2023-03-10;44141,14;1479,24;1702,08
2023-03-13;52909,98;1513,19;1697,75
2023-03-14;54109,41;1504,42;1721,2
2023-03-15;53300,13;1516,16;1697,35
2023-03-16;54780,07;1519,23;1724,95
2023-03-17;59964,77;1563,47;1706,22
2023-03-20;60715,44;1564,06;1722,78
2023-03-21;61608,84;1534,54;1745,64
2023-03-22;59710,05;1560,66;1726,92
2023-03-23;61954,66;1580,23;1731,45
2023-03-24;60116,42;1562,45;1735,59
2023-03-27;59343,69;1547,98;1741,7
2023-03-28;59624,1;1560,66;1743,28
2023-03-29;61986,3;1552,92;1764,56
2023-03-30;61297,79;1566,96;1778,95
2023-03-31;62270,65;1558,79;1796,69
2023-04-03;60765,7;1570,02;1807,13
2023-04-04;61591,94;1599,29;1800,83
2023-04-05;61613,58;1598,01;1791,56
2023-04-06;61320,92;1586,61;1798,66
2023-04-10;64838,78;1574,87;1799,84
2023-04-11;66111,55;1584,82;1803,39
2023-04-12;65901,62;1592,56;1800,43
2023-04-13;66470,16;1614,09;1824,48
2023-04-14;66659,59;1585,5;1819,16
2023-04-17;64384,11;1578,44;1822,51
2023-04-18;66466,85;1584,57;1825,86
2023-04-19;63023,26;1577,0;1822,11
2023-04-20;61762,27;1583,21;1815,41
2023-04-21;59643,3;1567,55;1816,59
2023-04-24;60186,51;1572,32;1817,38
2023-04-25;61896,99;1580,31;1788,21
2023-04-26;62148,67;1571,72;1783,68
2023-04-27;64446,96;1571,81;1814,23
2023-04-28;64155,0;1572,23;1824,87
2023-05-01;61424,62;1565,17;1822,51
2023-05-02;62712,45;1595,37;1802,01
2023-05-03;63424,78;1608,9;1795,51
2023-05-04;63077,99;1620,21;1789,0
2023-05-05;64579,46;1594,86;1819,35
2023-05-08;60555,9;1596,82;1820,14
2023-05-09;60478,28;1608,13;1812,45
2023-05-10;60397,34;1605,84;1816,99
2023-05-11;59039,54;1592,05;1812,45
2023-05-12;58611,41;1589,33;1807,33
2023-05-15;59459,15;1592,73;1819,75
2023-05-16;59117,95;1572,83;1805,16
2023-05-17;59909,83;1567,38;1822,11
2023-05-18;58670,92;1547,05;1831,18
2023-05-19;58797,57;1562,36;1832,36
2023-05-22;58712,62;1558,7;1835,12
2023-05-23;59531,38;1560,58;1812,06
2023-05-24;57583,34;1547,98;1795,31
2023-05-25;57892,49;1533,1;1802,6
2023-05-26;58424,02;1539,22;1826,25
2023-05-30;60573,56;1548,75;1818,76
2023-05-31;59518,11;1551,13;1805,75
2023-06-01;58644,17;1563,38;1827,24
2023-06-02;59583,56;1540,33;1854,44
2023-06-05;56326,66;1549,6;1849,51
2023-06-06;59559,93;1551,3;1858,38
2023-06-07;57607,78;1532,67;1848,48
2023-06-08;57962,49;1552,92;1861,82
2023-06-09;57901,61;1548,75;1864,41
2023-06-12;56638,04;1547,39;1877,95
2023-06-13;56673,52;1535,99;1892,48
2023-06-14;54937,26;1536,84;1897,06
2023-06-15;55924,98;1547,64;1918,57
2023-06-16;57567,25;1545,26;1912,99
2023-06-20;61940,48;1529,27;1895,47
2023-06-21;65657,26;1527,05;1888,9
2023-06-22;65405,77;1511,91;1889,3
2023-06-23;67118,27;1516,08;1869,79
2023-06-26;66190,42;1518,72;1866,6
2023-06-27;67102,3;1511,74;1886,31
2023-06-28;65786,15;1508,25;1886,11
2023-06-29;66571,37;1506,64;1889,3
2023-06-30;66641,12;1516,68;1910,2
2023-07-03;68126,22;1518,38;1914,78
2023-07-05;66721,84;1513,02;1905,43
2023-07-06;65399,33;1508,51;1881,93
2023-07-07;66345,96;1519,82;1885,71
2023-07-10;66503,85;1521,01;1890,49
2023-07-11;66955,33;1526,71;1905,43
2023-07-12;66453,94;1547,39;1928,32
2023-07-13;68825,08;1548,49;1950,22
2023-07-14;66328,04;1543,56;1944,85
2023-07-17;65916,57;1544,67;1949,83
2023-07-18;65283,93;1562,36;1960,78
2023-07-19;65409,36;1562,62;1963,17
2023-07-20;65142,79;1554,7;1950,03
2023-07-21;65398,03;1549,94;1951,02
2023-07-24;63797,83;1543,3;1957,99
2023-07-25;63908,19;1551,9;1964,36
2023-07-26;64187,16;1559,47;1966,95
2023-07-27;63871,67;1534,97;1954,6
2023-07-28;64109,04;1547,22;1975,11
2023-07-31;63914,14;1551,39;1978,9
2023-08-01;64888,53;1535,31;1965,16
2023-08-02;63743,26;1527,99;1932,7
2023-08-03;63801,68;1527,48;1928,12
2023-08-04;63572,99;1533,01;1924,14
2023-08-07;63805,83;1529,52;1937,08
2023-08-08;65084,8;1519,82;1925,93
2023-08-09;64638,74;1512,59;1917,77
2023-08-10;64350,32;1510,98;1920,76
2023-08-11;64280,62;1510,98;1913,59
2023-08-14;64304,08;1506,38;1917,37
2023-08-15;63783,46;1502,38;1893,88
2023-08-16;62758,9;1493,7;1879,34
2023-08-17;58304,32;1491,41;1867,0
2023-08-18;56959,59;1491,66;1866,2
2023-08-21;57122,67;1495,75;1875,96
2023-08-22;56920,45;1498,21;1871,78
2023-08-23;57795,05;1513,44;1893,88
2023-08-24;57206,27;1513,1;1869,79
2023-08-25;56955,46;1511,15;1881,14
2023-08-28;57083,33;1515,48;1895,67
2023-08-29;60628,32;1530,29;1922,55
2023-08-30;59687,81;1534,12;1927,33
2023-08-31;56701,39;1531,56;1921,35
2023-09-01;56415,49;1532,33;1926,73
2023-09-05;56370,14;1519,82;1915,58
2023-09-06;56311,66;1512,93;1904,43
2023-09-07;57376,43;1514,55;1897,26
2023-09-08;56644,93;1515,06;1898,06
2023-09-11;55020,3;1517,87;1914,39
2023-09-12;56486,82;1510,04;1905,23
2023-09-13;57350,48;1506,55;1905,82
2023-09-14;58031,27;1507,32;1923,35
2023-09-15;58182,19;1517,27;1907,81
2023-09-18;58500,53;1526,2;1905,82
2023-09-19;59499,44;1524,76;1901,64
2023-09-20;59326,46;1525,86;1889,3
2023-09-21;58092,4;1514,8;1858,04
2023-09-22;58118,5;1519,65;1856,84
2023-09-25;57503,88;1511,83;1859,23
2023-09-26;57326,26;1499,74;1832,16
2023-09-27;57622,47;1481,2;1832,95
2023-09-28;59084,93;1473,8;1844,3
2023-09-29;58844,78;1458,65;1839,12
2023-10-02;60198,42;1443,34;1830,96
2023-10-03;59978,0;1439,17;1806,47
2023-10-04;60785,76;1439,0;1814,24
2023-10-05;59947,24;1436,36;1818,82
2023-10-06;61107,63;1443,76;1841,31
2023-10-09;60314,07;1470,31;1847,88
2023-10-10;59892,81;1467,84;1863,41
2023-10-11;58760,82;1478,56;1871,98
2023-10-12;58506,03;1474,05;1857,64
2023-10-13;58736,88;1521,44;1847,09
2023-10-16;62360,26;1514,04;1864,01
2023-10-17;62133,47;1516,85;1864,81
2023-10-18;61942,35;1538,8;1838,13
2023-10-19;62798,32;1557,68;1821,6
2023-10-20;64904,31;1561,94;1799,9
2023-10-23;72345,89;1556,66;1798,51
2023-10-24;74128,59;1556,49;1811,65
2023-10-25;75443,37;1563,04;1788,55
2023-10-26;74686,44;1565,51;1770,23
2023-10-27;74146,68;1583,72;1763,86
2023-10-30;75442,37;1574,78;1784,37
2023-10-31;75804,07;1566,19;1792,33
2023-11-01;77486,59;1561,26;1810,25
2023-11-02;76395,46;1566,45;1846,09
2023-11-03;75945,2;1572,15;1867,4
2023-11-06;76612,21;1559,89;1868,99
2023-11-07;77500,39;1553,43;1867,99
2023-11-08;77963,32;1537,94;1867,6
2023-11-09;80232,66;1544,07;1856,45
2023-11-10;81590,19;1527,22;1877,75
2023-11-13;79815,53;1535,73;1878,15
2023-11-14;77706,1;1549,43;1919,16
2023-11-15;82829,14;1545,35;1923,15
2023-11-16;79055,5;1562,79;1921,75
2023-11-17;80021,78;1562,62;1930,31
2023-11-20;81946,58;1560,06;1943,85
2023-11-21;78309,97;1576,91;1938,68
2023-11-22;81849,02;1570,19;1944,05
2023-11-24;82478,63;1578,36;1948,83
2023-11-27;81459,43;1588,99;1943,65
2023-11-28;82720,91;1610,18;1946,84
2023-11-29;82780,84;1612,56;1946,64
2023-11-30;82462,15;1605,84;1951,62
2023-12-01;84596,27;1633,57;1966,15
2023-12-04;91793,08;1598,26;1954,01
2023-12-05;96386,11;1592,22;1950,22
2023-12-06;95655,35;1598,09;1946,44
2023-12-07;94663,12;1600,73;1958,98
2023-12-08;96574,06;1579,38;1965,36
2023-12-11;90183,17;1561,94;1972,32
2023-12-12;90634,46;1561,09;1978,7
2023-12-13;93784,28;1596,31;2005,97
2023-12-14;94075,6;1605,67;2018,92
2023-12-15;91683,01;1590,95;2010,35
2023-12-18;93200,02;1598,18;2019,31
2023-12-19;92428,13;1609,07;2033,85
2023-12-20;95449,38;1600,31;2005,55
2023-12-21;95923,66;1611,62;2030,67
2023-12-22;96205,18;1618,77;2033,69
2023-12-26;92974,5;1631,1;2043,54
2023-12-27;94991,52;1638,51;2049,36
2023-12-28;93209,46;1628,98;2049,36
2023-12-29;92053,95;1626,43;2045,55
2024-01-02;98304,45;1622,6;2028,06
2024-01-03;93691,21;1609,07;2011,98
2024-01-04;96603,18;1610,69;2009,77
2024-01-05;96565,51;1610,94;2011,58
2024-01-08;102705,03;1598,35;2035,7
2024-01-09;100888,47;1598,86;2026,45
2024-01-10;101955,63;1595,2;2035,9
2024-01-11;101388,89;1598,35;2034,89
2024-01-12;93702,12;1614,0;2039,11
2024-01-16;94361,98;1598,69;2021,23
2024-01-17;93460,47;1581,08;2005,75
2024-01-18;90223,03;1594,1;2023,24
2024-01-19;91002,21;1598,86;2043,54
2024-01-22;86386,24;1592,82;2046,75
2024-01-23;87125,71;1599,03;2050,97
2024-01-24;87631,96;1585,84;2057,81
2024-01-25;87318,69;1592,14;2066,05
2024-01-26;91436,17;1591,03;2067,86
2024-01-29;94653,46;1602,26;2081,52
2024-01-30;93919,56;1604,48;2078,11
2024-01-31;93110,51;1603,28;2051,17
2024-02-01;94188,87;1619,96;2076,7
2024-02-02;94429,58;1604,65;2085,14
2024-02-05;93276,83;1595,8;2077,1
2024-02-06;94208,33;1604,13;2089,16
2024-02-07;96905,59;1603,71;2099,82
2024-02-08;99055,76;1602,26;2099,41
2024-02-09;103091,39;1596,05;2110,67
2024-02-12;109237,93;1591,88;2113,28
2024-02-13;108766,11;1569,93;2079,72
2024-02-14;113323,51;1569,0;2102,63
2024-02-15;113568,1;1579,55;2119,51
2024-02-16;114052,75;1585,33;2114,29
2024-02-20;114325,36;1594,95;2108,26
2024-02-21;113350,81;1595,03;2108,86
2024-02-22;112182,72;1595,71;2145,24
2024-02-23;110929,75;1604,73;2146,04
2024-02-26;119217,9;1601,16;2140,22
2024-02-27;124822,05;1599,46;2144,44
2024-02-28;136672,08;1602,35;2135,39
2024-02-29;133815,51;1610,6;2143,63
2024-03-01;136531,79;1641,06;2164,34
2024-03-04;149410,3;1667,6;2161,12
2024-03-05;139506,79;1677,64;2143,63
2024-03-06;144548,19;1691,42;2160,32
2024-03-07;146338,3;1701,04;2182,83
2024-03-08;149344,01;1715,42;2172,17
2024-03-11;157705,1;1718,56;2167,75
2024-03-12;156299,96;1699,76;2189,66
2024-03-13;159803,33;1711,67;2186,85
2024-03-14;156114,77;1704,53;2178,2
2024-03-15;151757,3;1699,08;2167,15
2024-03-18;147700,79;1701,8;2175,99
2024-03-19;135377,58;1699,85;2183,63
2024-03-20;148499,06;1720,1;2205,74
2024-03-21;143202,54;1718,31;2210,56
2024-03-22;139457,73;1704,53;2205,34
2024-03-25;152970,94;1709,97;2200,92
2024-03-26;153034,4;1715,5;2197,9
2024-03-27;151870,06;1727,92;2213,98
2024-03-28;154689,9;1750,21;2213,58
2024-04-01;152409,72;1768,08;2208,35
2024-04-02;143105,41;1794,2;2195,29
2024-04-03;144272,7;1809,94;2200,51
2024-04-04;149800,46;1799,56;2178,4
2024-04-05;148332,81;1830,36;2195,49
2024-04-08;156628,1;1841,76;2200,11
2024-04-09;151178,38;1851,88;2203,33
2024-04-10;154346,45;1834,35;2178,2
2024-04-11;153193,52;1870,0;2191,07
2024-04-12;146929,52;1845,24;2157,3
2024-04-15;138686,84;1879,79;2136,4
2024-04-16;139530,11;1882,08;2125,14
2024-04-17;133986,73;1868,22;2117,3
2024-04-18;138876,08;1874,6;2114,29
2024-04-19;139599,44;1880,47;2101,22
2024-04-22;146146,31;1834,01;2122,53
2024-04-23;145205,19;1829,5;2146,25
2024-04-24;140546,94;1826,1;2145,04
2024-04-25;140994,78;1836,99;2138,41
2024-04-26;139406,47;1842,95;2158,31
2024-04-29;139594,08;1839,2;2167,75
2024-04-30;132587,68;1802,54;2134,99
2024-05-01;127377,39;1818,87;2129,36
2024-05-02;129278,45;1813,26;2155,89
2024-05-03;137514,01;1811,81;2179,41
2024-05-06;138109,01;1830,87;2199,11
2024-05-07;136300,42;1822,44;2199,71
2024-05-08;133792,68;1817,08;2198,5
2024-05-09;137864,14;1845,75;2211,77
2024-05-10;132928,62;1860,73;2214,58
2024-05-13;137539,41;1839,88;2215,99
2024-05-14;134590,45;1855,45;2228,25
2024-05-15;144899,55;1879,28;2253,78
2024-05-16;142634,44;1871,96;2249,16
2024-05-17;146614,67;1902,84;2254,38
2024-05-20;156227,6;1910,5;2255,79
2024-05-21;153359,53;1907,69;2256,19
2024-05-22;151141,91;1872,64;2245,54
2024-05-23;148533,81;1835,29;2230,66
2024-05-24;149838,19;1836,99;2245,14
2024-05-28;149335,53;1856,3;2245,74
2024-05-29;147765,29;1839,03;2223,03
2024-05-30;149485,91;1842,52;2217,4
2024-05-31;147575,76;1831,72;2232,67
2024-06-03;150447,55;1848,05;2237,1
2024-06-04;154302,46;1831,46;2234,08
2024-06-05;155428,68;1853,16;2259,81
2024-06-06;154716,6;1866,85;2262,02
