date;asset;indexed_value
2020-06-29;GOLD;1364,37
2020-06-30;GOLD;1370,42
2020-07-01;GOLD;1364,28
2020-07-02;GOLD;1367,23
2020-07-06;GOLD;1375,42
2020-07-07;GOLD;1384,1
2020-07-08;GOLD;1392,7
2020-07-09;GOLD;1388,93
2020-07-10;GOLD;1385,33
2020-07-13;GOLD;1387,05
2020-07-14;GOLD;1393,52
2020-07-15;GOLD;1394,74
2020-07-16;GOLD;1381,56
2020-07-17;GOLD;1392,94
2020-07-20;GOLD;1399,66
2020-07-21;GOLD;1416,52
2020-07-22;GOLD;1438,06
2020-07-23;GOLD;1450,75
2020-07-24;GOLD;1463,19
2020-07-27;GOLD;1492,1
2020-07-28;GOLD;1504,54
2020-07-29;GOLD;1515,84
2020-07-30;GOLD;1504,63
2020-07-31;GOLD;1518,3
2020-08-03;GOLD;1520,02
2020-08-04;GOLD;1552,36
2020-08-05;GOLD;1566,77
2020-08-06;GOLD;1587,57
2020-08-07;GOLD;1562,35
2020-08-10;GOLD;1556,95
2020-08-11;GOLD;1473,35
2020-08-12;GOLD;1466,47
2020-08-13;GOLD;1501,11
2020-08-14;GOLD;1494,64
2020-08-17;GOLD;1527,06
2020-08-18;GOLD;1540,82
2020-08-19;GOLD;1492,18
2020-08-20;GOLD;1502,5
2020-08-21;GOLD;1490,46
2020-08-24;GOLD;1482,03
2020-08-25;GOLD;1483,83
2020-08-26;GOLD;1501,35
2020-08-27;GOLD;1483,99
2020-08-28;GOLD;1509,78
2020-08-31;GOLD;1513,39
2020-09-01;GOLD;1515,19
2020-09-02;GOLD;1495,29
2020-09-03;GOLD;1483,17
2020-09-04;GOLD;1487,27
2020-09-08;GOLD;1484,4
2020-09-09;GOLD;1498,81
2020-09-10;GOLD;1493,98
2020-09-11;GOLD;1493,9
2020-09-14;GOLD;1505,69
2020-09-15;GOLD;1502,09
2020-09-16;GOLD;1506,35
2020-09-17;GOLD;1498,08
2020-09-18;GOLD;1500,04
2020-09-21;GOLD;1469,91
2020-09-22;GOLD;1462,79
2020-09-23;GOLD;1431,18
2020-09-24;GOLD;1436,5
2020-09-25;GOLD;1432,41
2020-09-28;GOLD;1446,82
2020-09-29;GOLD;1459,02
2020-09-30;GOLD;1450,26
2020-10-01;GOLD;1463,19
2020-10-02;GOLD;1461,88
2020-10-05;GOLD;1469,01
2020-10-06;GOLD;1451,73
2020-10-07;GOLD;1451,08
2020-10-08;GOLD;1456,24
2020-10-09;GOLD;1482,68
2020-10-12;GOLD;1478,42
2020-10-13;GOLD;1455,17
2020-10-14;GOLD;1459,67
2020-10-15;GOLD;1465,0
2020-10-16;GOLD;1459,92
2020-10-19;GOLD;1460,66
2020-10-20;GOLD;1467,7
2020-10-21;GOLD;1478,75
2020-10-22;GOLD;1464,26
2020-10-23;GOLD;1462,7
2020-10-26;GOLD;1461,97
2020-10-27;GOLD;1465,82
2020-10-28;GOLD;1442,15
2020-10-29;GOLD;1436,17
2020-10-30;GOLD;1442,72
2020-11-02;GOLD;1456,73
2020-11-03;GOLD;1465,0
2020-11-04;GOLD;1464,18
2020-11-05;GOLD;1497,83
2020-11-06;GOLD;1499,96
2020-11-09;GOLD;1433,55
2020-11-10;GOLD;1438,3
2020-11-11;GOLD;1432,08
2020-11-12;GOLD;1440,76
2020-11-13;GOLD;1450,59
2020-11-16;GOLD;1450,5
2020-11-17;GOLD;1445,18
2020-11-18;GOLD;1436,91
2020-11-19;GOLD;1434,21
2020-11-20;GOLD;1438,55
2020-11-23;GOLD;1410,22
2020-11-24;GOLD;1388,6
2020-11-25;GOLD;1387,95
2020-11-27;GOLD;1373,86
2020-11-30;GOLD;1364,69
2020-12-01;GOLD;1393,43
2020-12-02;GOLD;1403,91
2020-12-03;GOLD;1414,97
2020-12-04;GOLD;1410,96
2020-12-07;GOLD;1432,0
2020-12-08;GOLD;1436,99
2020-12-09;GOLD;1412,43
2020-12-10;GOLD;1409,73
2020-12-11;GOLD;1412,35
2020-12-14;GOLD;1404,57
2020-12-15;GOLD;1424,22
2020-12-16;GOLD;1432,08
2020-12-17;GOLD;1447,15
2020-12-18;GOLD;1444,69
2020-12-21;GOLD;1440,1
2020-12-22;GOLD;1428,72
2020-12-23;GOLD;1438,22
2020-12-24;GOLD;1443,95
2020-12-28;GOLD;1438,71
2020-12-29;GOLD;1443,95
2020-12-30;GOLD;1455,01
2020-12-31;GOLD;1460,41
2021-01-04;GOLD;1492,92
2021-01-05;GOLD;1497,34
2021-01-06;GOLD;1473,02
2021-01-07;GOLD;1469,58
2021-01-08;GOLD;1419,31
2021-01-11;GOLD;1416,52
2021-01-12;GOLD;1425,69
2021-01-13;GOLD;1419,55
2021-01-14;GOLD;1418,82
2021-01-15;GOLD;1401,21
2021-01-19;GOLD;1413,08
2021-01-20;GOLD;1436,09
2021-01-21;GOLD;1435,19
2021-01-22;GOLD;1423,89
2021-01-25;GOLD;1425,12
2021-01-26;GOLD;1421,6
2021-01-27;GOLD;1412,59
2021-01-28;GOLD;1413,9
2021-01-29;GOLD;1413,33
2021-02-01;GOLD;1426,59
2021-02-02;GOLD;1409,24
2021-02-03;GOLD;1407,11
2021-02-04;GOLD;1376,81
2021-02-05;GOLD;1390,4
2021-02-08;GOLD;1404,41
2021-02-09;GOLD;1408,99
2021-02-10;GOLD;1414,15
2021-02-11;GOLD;1401,87
2021-02-12;GOLD;1397,61
2021-02-16;GOLD;1377,55
2021-02-17;GOLD;1361,91
2021-02-18;GOLD;1361,83
2021-02-19;GOLD;1367,48
2021-02-22;GOLD;1387,95
2021-02-23;GOLD;1384,75
2021-02-24;GOLD;1383,77
2021-02-25;GOLD;1357,73
2021-02-26;GOLD;1324,9
2021-03-01;GOLD;1322,61
2021-03-02;GOLD;1329,81
2021-03-03;GOLD;1315,16
2021-03-04;GOLD;1302,22
2021-03-05;GOLD;1303,04
2021-03-08;GOLD;1289,53
2021-03-09;GOLD;1316,96
2021-03-10;GOLD;1323,67
2021-03-11;GOLD;1322,53
2021-03-12;GOLD;1322,28
2021-03-15;GOLD;1328,09
2021-03-16;GOLD;1329,32
2021-03-17;GOLD;1338,82
2021-03-18;GOLD;1331,04
2021-03-19;GOLD;1336,61
2021-03-22;GOLD;1334,64
2021-03-23;GOLD;1324,9
2021-03-24;GOLD;1329,48
2021-03-25;GOLD;1324,65
2021-03-26;GOLD;1328,42
2021-03-29;GOLD;1312,62
2021-03-30;GOLD;1290,18
2021-03-31;GOLD;1309,75
2021-04-01;GOLD;1326,29
2021-04-05;GOLD;1325,8
2021-04-06;GOLD;1336,44
2021-04-07;GOLD;1332,68
2021-04-08;GOLD;1347,01
2021-04-09;GOLD;1336,85
2021-04-12;GOLD;1328,75
2021-04-13;GOLD;1338,16
2021-04-14;GOLD;1332,35
2021-04-15;GOLD;1353,89
2021-04-16;GOLD;1362,07
2021-04-19;GOLD;1358,31
2021-04-20;GOLD;1363,14
2021-04-21;GOLD;1376,65
2021-04-22;GOLD;1367,72
2021-04-23;GOLD;1362,48
2021-04-26;GOLD;1366,09
2021-04-27;GOLD;1362,65
2021-04-28;GOLD;1366,66
2021-04-29;GOLD;1361,01
2021-04-30;GOLD;1356,42
2021-05-03;GOLD;1374,03
2021-05-04;GOLD;1363,96
2021-05-05;GOLD;1369,61
2021-05-06;GOLD;1392,45
2021-05-07;GOLD;1404,98
2021-05-10;GOLD;1409,24
2021-05-11;GOLD;1409,48
2021-05-12;GOLD;1395,48
2021-05-13;GOLD;1401,21
2021-05-14;GOLD;1413,99
2021-05-17;GOLD;1430,44
2021-05-18;GOLD;1433,23
2021-05-19;GOLD;1434,21
2021-05-20;GOLD;1440,76
2021-05-21;GOLD;1441,41
2021-05-24;GOLD;1443,95
2021-05-25;GOLD;1457,05
2021-05-26;GOLD;1454,52
2021-05-27;GOLD;1455,09
2021-05-28;GOLD;1460,57
2021-06-01;GOLD;1456,64
2021-06-02;GOLD;1463,77
2021-06-03;GOLD;1435,11
2021-06-04;GOLD;1450,59
2021-06-07;GOLD;1456,4
2021-06-08;GOLD;1451,9
2021-06-09;GOLD;1449,11
2021-06-10;GOLD;1455,33
2021-06-11;GOLD;1438,96
2021-06-14;GOLD;1430,52
2021-06-15;GOLD;1425,12
2021-06-16;GOLD;1401,05
2021-06-17;GOLD;1357,98
2021-06-18;GOLD;1350,45
2021-06-21;GOLD;1366,99
2021-06-22;GOLD;1361,25
2021-06-23;GOLD;1360,35
2021-06-24;GOLD;1359,53
2021-06-25;GOLD;1364,04
2021-06-28;GOLD;1363,96
2021-06-29;GOLD;1349,63
2021-06-30;GOLD;1356,18
2021-07-01;GOLD;1360,85
2021-07-02;GOLD;1369,77
2021-07-06;GOLD;1376,57
2021-07-07;GOLD;1381,81
2021-07-08;GOLD;1380,91
2021-07-09;GOLD;1385,49
2021-07-12;GOLD;1383,77
2021-07-13;GOLD;1385,57
2021-07-14;GOLD;1400,47
2021-07-15;GOLD;1400,72
2021-07-16;GOLD;1387,13
2021-07-19;GOLD;1388,77
2021-07-20;GOLD;1386,96
2021-07-21;GOLD;1381,81
2021-07-22;GOLD;1384,51
2021-07-23;GOLD;1380,17
2021-07-26;GOLD;1376,89
2021-07-27;GOLD;1379,19
2021-07-28;GOLD;1386,15
2021-07-29;GOLD;1401,54
2021-07-30;GOLD;1390,49
2021-08-02;GOLD;1388,77
2021-08-03;GOLD;1387,78
2021-08-04;GOLD;1388,11
2021-08-05;GOLD;1382,63
2021-08-06;GOLD;1348,07
2021-08-09;GOLD;1324,16
2021-08-10;GOLD;1324,57
2021-08-11;GOLD;1342,83
2021-08-12;GOLD;1343,16
2021-08-13;GOLD;1362,4
2021-08-16;GOLD;1369,2
2021-08-17;GOLD;1367,15
2021-08-18;GOLD;1368,21
2021-08-19;GOLD;1364,2
2021-08-20;GOLD;1364,94
2021-08-23;GOLD;1381,56
2021-08-24;GOLD;1380,91
2021-08-25;GOLD;1371,33
2021-08-26;GOLD;1372,88
2021-08-27;GOLD;1393,52
2021-08-30;GOLD;1386,64
2021-08-31;GOLD;1389,42
2021-09-01;GOLD;1389,5
2021-09-02;GOLD;1385,82
2021-09-03;GOLD;1400,64
2021-09-07;GOLD;1373,21
2021-09-08;GOLD;1369,77
2021-09-09;GOLD;1375,83
2021-09-10;GOLD;1368,87
2021-09-13;GOLD;1373,45
2021-09-14;GOLD;1382,3
2021-09-15;GOLD;1374,19
2021-09-16;GOLD;1343,08
2021-09-17;GOLD;1340,95
2021-09-20;GOLD;1350,53
2021-09-21;GOLD;1359,53
2021-09-22;GOLD;1354,46
2021-09-23;GOLD;1338,82
2021-09-24;GOLD;1337,1
2021-09-27;GOLD;1339,88
2021-09-28;GOLD;1326,86
2021-09-29;GOLD;1320,89
2021-09-30;GOLD;1344,63
2021-10-01;GOLD;1347,66
2021-10-04;GOLD;1353,97
2021-10-05;GOLD;1347,66
2021-10-06;GOLD;1351,27
2021-10-07;GOLD;1344,14
2021-10-08;GOLD;1344,71
2021-10-11;GOLD;1342,18
2021-10-12;GOLD;1348,24
2021-10-13;GOLD;1372,23
2021-10-14;GOLD;1375,58
2021-10-15;GOLD;1353,72
2021-10-18;GOLD;1350,36
2021-10-19;GOLD;1354,7
2021-10-20;GOLD;1366,58
2021-10-21;GOLD;1365,35
2021-10-22;GOLD;1373,7
2021-10-25;GOLD;1383,2
2021-10-26;GOLD;1372,96
2021-10-27;GOLD;1376,57
2021-10-28;GOLD;1376,24
2021-10-29;GOLD;1364,53
2021-11-01;GOLD;1371,65
2021-11-02;GOLD;1368,71
2021-11-03;GOLD;1357,32
2021-11-04;GOLD;1372,72
2021-11-05;GOLD;1390,65
2021-11-08;GOLD;1395,64
2021-11-09;GOLD;1402,52
2021-11-10;GOLD;1417,75
2021-11-11;GOLD;1425,69
2021-11-12;GOLD;1428,4
2021-11-15;GOLD;1426,19
2021-11-16;GOLD;1415,87
2021-11-17;GOLD;1428,81
2021-11-18;GOLD;1424,22
2021-11-19;GOLD;1413,33
2021-11-22;GOLD;1381,64
2021-11-23;GOLD;1369,69
2021-11-24;GOLD;1368,38
2021-11-26;GOLD;1366,17
2021-11-29;GOLD;1364,28
2021-11-30;GOLD;1355,11
2021-12-01;GOLD;1360,52
2021-12-02;GOLD;1352,98
2021-12-03;GOLD;1364,37
2021-12-06;GOLD;1361,01
2021-12-07;GOLD;1365,84
2021-12-08;GOLD;1366,58
2021-12-09;GOLD;1358,22
2021-12-10;GOLD;1363,96
2021-12-13;GOLD;1367,4
2021-12-14;GOLD;1354,62
2021-12-15;GOLD;1360,44
2021-12-16;GOLD;1376,89
2021-12-17;GOLD;1373,95
2021-12-20;GOLD;1368,13
2021-12-21;GOLD;1367,56
2021-12-22;GOLD;1380,41
2021-12-23;GOLD;1383,53
2021-12-27;GOLD;1386,8
2021-12-28;GOLD;1380,82
2021-12-29;GOLD;1380,41
2021-12-30;GOLD;1390,32
2021-12-31;GOLD;1399,82
2022-01-03;GOLD;1378,29
2022-01-04;GOLD;1388,44
2022-01-05;GOLD;1384,26
2022-01-06;GOLD;1367,31
2022-01-07;GOLD;1373,54
2022-01-10;GOLD;1377,71
2022-01-11;GOLD;1394,33
2022-01-12;GOLD;1398,02
2022-01-13;GOLD;1393,27
2022-01-14;GOLD;1389,26
2022-01-18;GOLD;1386,96
2022-01-19;GOLD;1408,99
2022-01-20;GOLD;1405,47
2022-01-21;GOLD;1400,88
2022-01-24;GOLD;1408,58
2022-01-25;GOLD;1413,08
2022-01-26;GOLD;1390,24
2022-01-27;GOLD;1372,31
2022-01-28;GOLD;1368,21
2022-01-31;GOLD;1376,32
2022-02-01;GOLD;1377,47
2022-02-02;GOLD;1382,46
2022-02-03;GOLD;1380,5
2022-02-04;GOLD;1382,63
2022-02-07;GOLD;1392,86
2022-02-08;GOLD;1397,12
2022-02-09;GOLD;1401,87
2022-02-10;GOLD;1396,54
2022-02-11;GOLD;1423,16
2022-02-14;GOLD;1430,77
2022-02-15;GOLD;1417,18
2022-02-16;GOLD;1431,75
2022-02-17;GOLD;1451,32
2022-02-18;GOLD;1450,26
2022-02-22;GOLD;1453,29
2022-02-23;GOLD;1459,84
2022-02-24;GOLD;1450,42
2022-02-25;GOLD;1445,59
2022-02-28;GOLD;1460,57
2022-03-01;GOLD;1487,1
2022-03-02;GOLD;1471,63
2022-03-03;GOLD;1480,39
2022-03-04;GOLD;1503,97
2022-03-07;GOLD;1526,32
2022-03-08;GOLD;1568,08
2022-03-09;GOLD;1521,49
2022-03-10;GOLD;1526,24
2022-03-11;GOLD;1515,52
2022-03-14;GOLD;1492,67
2022-03-15;GOLD;1464,75
2022-03-16;GOLD;1473,92
2022-03-17;GOLD;1481,13
2022-03-18;GOLD;1468,11
2022-03-21;GOLD;1479,33
2022-03-22;GOLD;1468,6
2022-03-23;GOLD;1488,66
2022-03-24;GOLD;1499,47
2022-03-25;GOLD;1493,33
2022-03-28;GOLD;1466,14
2022-03-29;GOLD;1466,8
2022-03-30;GOLD;1478,59
2022-03-31;GOLD;1479,16
2022-04-01;GOLD;1469,75
2022-04-04;GOLD;1476,87
2022-04-05;GOLD;1467,62
2022-04-06;GOLD;1471,06
2022-04-07;GOLD;1476,62
2022-04-08;GOLD;1485,88
2022-04-11;GOLD;1493,24
2022-04-12;GOLD;1504,71
2022-04-13;GOLD;1511,91
2022-04-14;GOLD;1506,92
2022-04-18;GOLD;1511,59
2022-04-19;GOLD;1488,74
2022-04-20;GOLD;1496,03
2022-04-21;GOLD;1490,71
2022-04-22;GOLD;1476,21
2022-04-25;GOLD;1449,68
2022-04-26;GOLD;1451,9
2022-04-27;GOLD;1440,92
2022-04-28;GOLD;1448,7
2022-04-29;GOLD;1448,54
2022-05-02;GOLD;1421,68
2022-05-03;GOLD;1425,45
2022-05-04;GOLD;1439,45
2022-05-05;GOLD;1433,96
2022-05-06;GOLD;1436,34
2022-05-09;GOLD;1415,54
2022-05-10;GOLD;1403,59
2022-05-11;GOLD;1415,05
2022-05-12;GOLD;1393,35
2022-05-13;GOLD;1382,05
2022-05-16;GOLD;1395,23
2022-05-17;GOLD;1386,47
2022-05-18;GOLD;1387,21
2022-05-19;GOLD;1407,6
2022-05-20;GOLD;1408,58
2022-05-23;GOLD;1415,13
2022-05-24;GOLD;1425,78
2022-05-25;GOLD;1417,18
2022-05-26;GOLD;1414,56
2022-05-27;GOLD;1415,3
2022-05-31;GOLD;1401,29
2022-06-01;GOLD;1410,22
2022-06-02;GOLD;1427,58
2022-06-03;GOLD;1413,08
2022-06-06;GOLD;1406,86
2022-06-07;GOLD;1416,03
2022-06-08;GOLD;1414,72
2022-06-09;GOLD;1410,22
2022-06-10;GOLD;1429,13
2022-06-13;GOLD;1391,39
2022-06-14;GOLD;1380,25
2022-06-15;GOLD;1398,26
2022-06-16;GOLD;1413,99
2022-06-17;GOLD;1402,36
2022-06-21;GOLD;1397,12
2022-06-22;GOLD;1402,69
2022-06-23;GOLD;1394,09
2022-06-24;GOLD;1392,7
2022-06-27;GOLD;1391,14
2022-06-28;GOLD;1388,85
2022-06-29;GOLD;1387,78
2022-06-30;GOLD;1379,35
2022-07-01;GOLD;1378,2
2022-07-05;GOLD;1348,97
2022-07-06;GOLD;1327,6
2022-07-07;GOLD;1328,34
2022-07-08;GOLD;1328,91
2022-07-11;GOLD;1321,79
2022-07-12;GOLD;1316,88
2022-07-13;GOLD;1323,18
2022-07-14;GOLD;1304,59
2022-07-15;GOLD;1301,97
2022-07-18;GOLD;1303,2
2022-07-19;GOLD;1306,31
2022-07-20;GOLD;1294,03
2022-07-21;GOLD;1312,29
2022-07-22;GOLD;1315,57
2022-07-25;GOLD;1311,96
2022-07-26;GOLD;1310,41
2022-07-27;GOLD;1323,75
2022-07-28;GOLD;1339,88
2022-07-29;GOLD;1343,65
2022-08-01;GOLD;1351,27
2022-08-02;GOLD;1343,24
2022-08-03;GOLD;1346,52
2022-08-04;GOLD;1368,79
2022-08-05;GOLD;1353,39
2022-08-08;GOLD;1364,86
2022-08-09;GOLD;1369,03
2022-08-10;GOLD;1365,59
2022-08-11;GOLD;1361,99
2022-08-12;GOLD;1374,52
2022-08-15;GOLD;1356,83
2022-08-16;GOLD;1354,46
2022-08-17;GOLD;1345,7
2022-08-18;GOLD;1342,18
2022-08-19;GOLD;1332,35
2022-08-22;GOLD;1323,51
2022-08-23;GOLD;1332,76
2022-08-24;GOLD;1336,69
2022-08-25;GOLD;1340,78
2022-08-26;GOLD;1324,49
2022-08-29;GOLD;1325,31
2022-08-30;GOLD;1314,26
2022-08-31;GOLD;1304,1
2022-09-01;GOLD;1292,64
2022-09-02;GOLD;1304,02
2022-09-06;GOLD;1296,41
2022-09-07;GOLD;1309,59
2022-09-08;GOLD;1301,73
2022-09-09;GOLD;1308,61
2022-09-12;GOLD;1315,24
2022-09-13;GOLD;1298,12
2022-09-14;GOLD;1293,13
2022-09-15;GOLD;1268,98
2022-09-16;GOLD;1276,02
2022-09-19;GOLD;1277,0
2022-09-20;GOLD;1269,71
2022-09-21;GOLD;1275,61
2022-09-22;GOLD;1274,87
2022-09-23;GOLD;1252,85
2022-09-26;GOLD;1238,27
2022-09-27;GOLD;1240,81
2022-09-28;GOLD;1266,6
2022-09-29;GOLD;1266,36
2022-09-30;GOLD;1266,44
2022-10-03;GOLD;1297,22
2022-10-04;GOLD;1315,81
2022-10-05;GOLD;1308,52
2022-10-06;GOLD;1307,05
2022-10-07;GOLD;1292,72
2022-10-10;GOLD;1273,07
2022-10-11;GOLD;1270,45
2022-10-12;GOLD;1277,25
2022-10-13;GOLD;1268,4
2022-10-14;GOLD;1252,6
2022-10-17;GOLD;1256,2
2022-10-18;GOLD;1258,9
2022-10-19;GOLD;1242,04
2022-10-20;GOLD;1240,07
2022-10-21;GOLD;1262,18
2022-10-24;GOLD;1258,09
2022-10-25;GOLD;1260,95
2022-10-26;GOLD;1268,98
2022-10-27;GOLD;1267,01
2022-10-28;GOLD;1254,07
2022-10-31;GOLD;1243,84
2022-11-01;GOLD;1256,53
2022-11-02;GOLD;1247,77
2022-11-03;GOLD;1243,02
2022-11-04;GOLD;1281,18
2022-11-07;GOLD;1276,1
2022-11-08;GOLD;1305,58
2022-11-09;GOLD;1299,03
2022-11-10;GOLD;1338,57
2022-11-11;GOLD;1347,42
2022-11-14;GOLD;1350,36
2022-11-15;GOLD;1355,11
2022-11-16;GOLD;1352,0
2022-11-17;GOLD;1342,18
2022-11-18;GOLD;1332,92
2022-11-21;GOLD;1325,47
2022-11-22;GOLD;1327,03
2022-11-23;GOLD;1335,3
2022-11-25;GOLD;1336,44
2022-11-28;GOLD;1325,88
2022-11-29;GOLD;1332,43
2022-11-30;GOLD;1349,46
2022-12-01;GOLD;1374,27
2022-12-02;GOLD;1369,52
2022-12-05;GOLD;1346,02
2022-12-06;GOLD;1349,71
2022-12-07;GOLD;1361,91
2022-12-08;GOLD;1363,06
2022-12-09;GOLD;1367,89
2022-12-12;GOLD;1356,59
2022-12-13;GOLD;1379,76
2022-12-14;GOLD;1376,4
2022-12-15;GOLD;1353,89
2022-12-16;GOLD;1365,68
2022-12-19;GOLD;1361,83
2022-12-20;GOLD;1384,43
2022-12-21;GOLD;1382,13
2022-12-22;GOLD;1365,43
2022-12-23;GOLD;1369,52
2022-12-27;GOLD;1381,07
2022-12-28;GOLD;1374,85
2022-12-29;GOLD;1382,54
2022-12-30;GOLD;1389,01
2023-01-03;GOLD;1400,64
2023-01-04;GOLD;1413,82
2023-01-05;GOLD;1396,22
2023-01-06;GOLD;1422,34
2023-01-09;GOLD;1425,53
2023-01-10;GOLD;1430,77
2023-01-11;GOLD;1429,79
2023-01-12;GOLD;1446,33
2023-01-13;GOLD;1463,69
2023-01-17;GOLD;1454,11
2023-01-18;GOLD;1449,93
2023-01-19;GOLD;1472,94
2023-01-20;GOLD;1468,03
2023-01-23;GOLD;1470,81
2023-01-24;GOLD;1476,13
2023-01-25;GOLD;1482,93
2023-01-26;GOLD;1469,5
2023-01-27;GOLD;1467,45
2023-01-30;GOLD;1463,69
2023-01-31;GOLD;1469,01
2023-02-01;GOLD;1487,51
2023-02-02;GOLD;1456,64
2023-02-03;GOLD;1420,29
2023-02-06;GOLD;1423,24
2023-02-07;GOLD;1424,55
2023-02-08;GOLD;1428,07
2023-02-09;GOLD;1416,77
2023-02-10;GOLD;1419,47
2023-02-13;GOLD;1412,27
2023-02-14;GOLD;1413,33
2023-02-15;GOLD;1399,25
2023-02-16;GOLD;1398,1
2023-02-17;GOLD;1402,28
2023-02-21;GOLD;1397,04
2023-02-22;GOLD;1389,18
2023-02-23;GOLD;1388,44
2023-02-24;GOLD;1378,45
2023-02-27;GOLD;1383,85
2023-02-28;GOLD;1390,16
2023-03-01;GOLD;1398,18
2023-03-02;GOLD;1397,36
2023-03-03;GOLD;1412,35
2023-03-06;GOLD;1405,22
2023-03-07;GOLD;1380,66
2023-03-08;GOLD;1380,0
2023-03-09;GOLD;1393,6
2023-03-10;GOLD;1423,65
2023-03-13;GOLD;1456,32
2023-03-14;GOLD;1447,88
2023-03-15;GOLD;1459,18
2023-03-16;GOLD;1462,13
2023-03-17;GOLD;1504,71
2023-03-20;GOLD;1505,28
2023-03-21;GOLD;1476,87
2023-03-22;GOLD;1502,01
2023-03-23;GOLD;1520,84
2023-03-24;GOLD;1503,73
2023-03-27;GOLD;1489,81
2023-03-28;GOLD;1502,01
2023-03-29;GOLD;1494,56
2023-03-30;GOLD;1508,07
2023-03-31;GOLD;1500,2
2023-04-03;GOLD;1511,01
2023-04-04;GOLD;1539,18
2023-04-05;GOLD;1537,95
2023-04-06;GOLD;1526,98
2023-04-10;GOLD;1515,68
2023-04-11;GOLD;1525,26
2023-04-12;GOLD;1532,71
2023-04-13;GOLD;1553,43
2023-04-14;GOLD;1525,92
2023-04-17;GOLD;1519,12
2023-04-18;GOLD;1525,01
2023-04-19;GOLD;1517,73
2023-04-20;GOLD;1523,7
2023-04-21;GOLD;1508,64
2023-04-24;GOLD;1513,22
2023-04-25;GOLD;1520,92
2023-04-26;GOLD;1512,65
2023-04-27;GOLD;1512,73
2023-04-28;GOLD;1513,14
2023-05-01;GOLD;1506,35
2023-05-02;GOLD;1535,41
2023-05-03;GOLD;1548,43
2023-05-04;GOLD;1559,32
2023-05-05;GOLD;1534,92
2023-05-08;GOLD;1536,81
2023-05-09;GOLD;1547,7
2023-05-10;GOLD;1545,48
2023-05-11;GOLD;1532,22
2023-05-12;GOLD;1529,6
2023-05-15;GOLD;1532,87
2023-05-16;GOLD;1513,71
2023-05-17;GOLD;1508,47
2023-05-18;GOLD;1488,91
2023-05-19;GOLD;1503,64
2023-05-22;GOLD;1500,12
2023-05-23;GOLD;1501,92
2023-05-24;GOLD;1489,81
2023-05-25;GOLD;1475,48
2023-05-26;GOLD;1481,37
2023-05-30;GOLD;1490,54
2023-05-31;GOLD;1492,84
2023-06-01;GOLD;1504,63
2023-06-02;GOLD;1482,44
2023-06-05;GOLD;1491,36
2023-06-06;GOLD;1493,0
2023-06-07;GOLD;1475,07
2023-06-08;GOLD;1494,56
2023-06-09;GOLD;1490,54
2023-06-12;GOLD;1489,23
2023-06-13;GOLD;1478,26
2023-06-14;GOLD;1479,08
2023-06-15;GOLD;1489,48
2023-06-16;GOLD;1487,19
2023-06-20;GOLD;1471,79
2023-06-21;GOLD;1469,66
2023-06-22;GOLD;1455,09
2023-06-23;GOLD;1459,1
2023-06-26;GOLD;1461,64
2023-06-27;GOLD;1454,93
2023-06-28;GOLD;1451,57
2023-06-29;GOLD;1450,01
2023-06-30;GOLD;1459,67
2023-07-03;GOLD;1461,31
2023-07-05;GOLD;1456,15
2023-07-06;GOLD;1451,81
2023-07-07;GOLD;1462,7
2023-07-10;GOLD;1463,85
2023-07-11;GOLD;1469,34
2023-07-12;GOLD;1489,23
2023-07-13;GOLD;1490,3
2023-07-14;GOLD;1485,55
2023-07-17;GOLD;1486,61
2023-07-18;GOLD;1503,64
2023-07-19;GOLD;1503,89
2023-07-20;GOLD;1496,27
2023-07-21;GOLD;1491,69
2023-07-24;GOLD;1485,3
2023-07-25;GOLD;1493,57
2023-07-26;GOLD;1500,86
2023-07-27;GOLD;1477,28
2023-07-28;GOLD;1489,07
2023-07-31;GOLD;1493,08
2023-08-01;GOLD;1477,61
2023-08-02;GOLD;1470,56
2023-08-03;GOLD;1470,07
2023-08-04;GOLD;1475,4
2023-08-07;GOLD;1472,04
2023-08-08;GOLD;1462,7
2023-08-09;GOLD;1455,74
2023-08-10;GOLD;1454,19
2023-08-11;GOLD;1454,19
2023-08-14;GOLD;1449,77
2023-08-15;GOLD;1445,92
2023-08-16;GOLD;1437,57
2023-08-17;GOLD;1435,36
2023-08-18;GOLD;1435,6
2023-08-21;GOLD;1439,53
2023-08-22;GOLD;1441,91
2023-08-23;GOLD;1456,56
2023-08-24;GOLD;1456,24
2023-08-25;GOLD;1454,35
2023-08-28;GOLD;1458,53
2023-08-29;GOLD;1472,77
2023-08-30;GOLD;1476,46
2023-08-31;GOLD;1474,0
2023-09-01;GOLD;1474,74
2023-09-05;GOLD;1462,7
2023-09-06;GOLD;1456,07
2023-09-07;GOLD;1457,63
2023-09-08;GOLD;1458,12
2023-09-11;GOLD;1460,82
2023-09-12;GOLD;1453,29
2023-09-13;GOLD;1449,93
2023-09-14;GOLD;1450,67
2023-09-15;GOLD;1460,25
2023-09-18;GOLD;1468,84
2023-09-19;GOLD;1467,45
2023-09-20;GOLD;1468,52
2023-09-21;GOLD;1457,87
2023-09-22;GOLD;1462,54
2023-09-25;GOLD;1455,01
2023-09-26;GOLD;1443,38
2023-09-27;GOLD;1425,53
2023-09-28;GOLD;1418,41
2023-09-29;GOLD;1403,83
2023-10-02;GOLD;1389,09
2023-10-03;GOLD;1385,08
